Date,"Total Users","Full Members",Guests,"Daily Active Users","Daily Users Posting Messages","Weekly Active Users","Weekly Users Posting Messages","Messages in Public Channels","Messages in Private Channels","Messages in Shared Channels","Messages in DMs","% of Messages Posted in Public Channels","% of Messages Posted in Private Channels","% of Messages Posted in DMs","% of Messages Read in Public Channels","% of Messages Read in Private Channels","% of Messages Read in DMs","Files Uploaded","Messages from Users",Name,"Public Workspace Channels","Messages Posted","Messages from Apps"
2018-11-01,1339,1334,5,944,737,1073,924,1625,6228,0,18874,0.0608,0.233,0.7062,0.279,0.4716,0.2494,423,26727,0,493,4863846,8
2018-11-02,1348,1343,5,929,673,1080,948,640,3326,0,11418,0.0416,0.2162,0.7422,0.2123,0.5388,0.2489,266,15384,0,502,4879817,4
2018-11-03,1349,1344,5,779,410,1078,952,601,859,0,4840,0.0954,0.1363,0.7683,0.3796,0.3168,0.3035,95,6300,0,501,4886383,0
2018-11-04,1349,1344,5,651,268,1074,959,280,272,0,2754,0.0847,0.0823,0.833,0.4862,0.1786,0.3351,42,3306,0,501,4889828,1
2018-11-05,1353,1348,5,972,723,1093,972,1604,5371,0,14228,0.0756,0.2533,0.671,0.2922,0.5333,0.1745,305,21203,0,505,4912218,11
2018-11-06,1355,1350,5,969,808,1102,973,2082,7569,0,20095,0.07,0.2545,0.6756,0.261,0.5357,0.2033,473,29746,0,506,4943246,12
2018-11-07,1356,1351,5,950,804,1097,968,2533,6111,1,18295,0.094,0.2268,0.6791,0.3185,0.4635,0.218,506,26939,0,509,4971565,13
2018-11-08,1361,1356,5,977,806,1107,976,2527,7377,0,20976,0.0818,0.2389,0.6793,0.2717,0.5166,0.2117,565,30880,0,507,5004045,144
2018-11-09,1364,1359,5,951,811,1111,976,1748,7793,0,21326,0.0566,0.2525,0.6909,0.2654,0.4766,0.258,517,30867,0,512,5036122,9
2018-11-10,1366,1361,5,851,510,1108,974,1414,1245,0,7985,0.1328,0.117,0.7502,0.3748,0.296,0.3291,145,10644,0,513,5047189,2
2018-11-11,1368,1363,5,658,260,1106,979,418,370,0,3145,0.1063,0.0941,0.7996,0.4711,0.1649,0.364,77,3933,0,513,5051273,1
2018-11-12,1371,1366,5,807,409,1089,976,413,594,1,6621,0.0541,0.0779,0.868,0.3268,0.1911,0.4821,135,7628,0,513,5059387,6
2018-11-13,1374,1369,5,968,720,1097,976,1499,4653,2,17399,0.0636,0.1976,0.7388,0.2904,0.4661,0.2435,380,23551,0,514,5084030,10
2018-11-14,1385,1380,5,1012,802,1110,985,1750,5857,0,23009,0.0572,0.1913,0.7515,0.2574,0.4581,0.2845,545,30616,0,519,5116123,12
2018-11-15,1393,1388,5,988,792,1114,992,1731,5670,0,23074,0.0568,0.1861,0.7571,0.224,0.4886,0.2874,581,30475,0,519,5148355,13
2018-11-16,1398,1393,5,1012,856,1123,1023,1614,5999,0,25678,0.0485,0.1802,0.7713,0.2246,0.4879,0.2876,504,33291,0,522,5183136,8
2018-11-17,1400,1395,5,964,605,1129,1030,1339,1836,0,9998,0.1016,0.1394,0.759,0.4885,0.3089,0.2026,231,13173,0,523,5196828,4
2018-11-18,1402,1397,5,684,267,1134,1031,249,399,0,4580,0.0476,0.0763,0.8761,0.3263,0.1908,0.4829,82,5228,0,525,5202080,0
2018-11-19,1391,1386,5,807,390,1138,1028,424,1194,0,4601,0.0682,0.192,0.7398,0.3988,0.3156,0.2856,105,6219,0,525,5208949,5
2018-11-20,1394,1389,5,780,369,1133,1014,262,727,0,5578,0.0399,0.1107,0.8494,0.3362,0.2808,0.3829,109,6567,0,525,5216211,4
2018-11-21,1399,1394,5,740,334,1123,993,398,715,0,4649,0.0691,0.1241,0.8068,0.3916,0.2825,0.3258,79,5762,0,524,5222605,5
2018-11-22,1402,1397,5,652,250,1120,967,200,453,0,3705,0.0459,0.1039,0.8502,0.3899,0.2337,0.3764,51,4358,0,524,5227331,4
2018-11-23,1404,1399,5,631,203,1101,806,146,349,0,1958,0.0595,0.1423,0.7982,0.3924,0.3146,0.293,47,2453,0,524,5230005,33
2018-11-24,1436,1401,35,643,206,1078,673,198,517,0,2582,0.0601,0.1568,0.7831,0.3994,0.2444,0.3562,49,3297,0,524,5233714,0
2018-11-25,1446,1402,44,634,250,1091,667,200,589,0,4012,0.0417,0.1227,0.8357,0.3228,0.245,0.4323,108,4801,0,526,5238746,2
2018-11-26,1472,1404,68,1016,736,1154,881,1284,4463,0,16742,0.0571,0.1985,0.7445,0.2886,0.4594,0.252,403,22489,0,526,5262339,8
2018-11-27,1484,1407,77,1067,894,1187,1001,1727,7682,0,20583,0.0576,0.2561,0.6863,0.2173,0.587,0.1957,482,29992,0,528,5289379,7
2018-11-28,1502,1414,88,1093,879,1209,1027,2195,9038,0,21572,0.0669,0.2755,0.6576,0.21,0.6116,0.1784,691,32805,0,531,5323780,6
2018-11-29,1505,1416,89,1064,846,1220,1040,1737,5195,0,19453,0.0658,0.1969,0.7373,0.3052,0.4372,0.2575,473,26385,0,532,5351466,11
2018-11-30,1431,1421,10,1065,848,1238,1052,2046,6751,0,20636,0.0695,0.2294,0.7011,0.3303,0.4728,0.1969,451,29433,0,537,5382265,5
2018-12-01,1433,1423,10,935,582,1234,1047,1284,1992,0,8654,0.1076,0.167,0.7254,0.3639,0.3487,0.2873,314,11930,0,538,5394828,1
2018-12-02,1435,1425,10,763,324,1231,1044,540,1495,0,5740,0.0695,0.1923,0.7383,0.4043,0.254,0.3417,155,7775,0,538,5402834,0
2018-12-03,1436,1426,10,934,671,1214,1037,1801,4392,0,13632,0.0908,0.2215,0.6876,0.3221,0.4394,0.2385,442,19825,0,540,5423635,12
2018-12-04,1434,1424,10,1014,838,1208,1030,1932,7540,0,21092,0.0632,0.2467,0.6901,0.1978,0.5986,0.2036,598,30564,0,543,5455768,8
2018-12-05,1444,1434,10,1042,836,1188,1017,2584,6763,0,21743,0.0831,0.2175,0.6994,0.3016,0.4639,0.2345,602,31090,0,543,5488429,7
2018-12-06,1452,1442,10,1027,824,1174,1011,1838,7802,0,22165,0.0578,0.2453,0.6969,0.207,0.5656,0.2274,577,31805,0,548,5521836,13
2018-12-07,1450,1441,9,1067,877,1174,1012,2044,5731,0,25315,0.0618,0.1732,0.765,0.3216,0.4057,0.2727,536,33090,0,555,5556517,21
2018-12-08,1455,1445,10,949,633,1178,1010,883,1713,0,9854,0.0709,0.1376,0.7915,0.3804,0.3097,0.3099,213,12450,0,558,5569560,14
